id_aluno,id_curso,id_grupo,id_modalidade,id_turno,id_status,curso,grupo,modalidade,turno,status_matricula,dt_matricula,dt_cancelamento,motivo_cancelamento,idade,genero,mensalidade,desconto,mensalidade_paga
6096,47,2,1,3,4,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,NOITE,TRANCADO,2019-10-01,2023-07-20,,51,M,1169.67,0.24,888.95
6097,30,6,1,3,2,MATEMATICA (BACHARELADO),CIENCIAS HUMANAS,PRESENCIAL,NOITE,CANCELADO,2019-10-01,2022-10-03,INSATISFACAO,42,M,3482.77,0.58,1462.76
6098,77,9,1,3,4,BIG DATA E INTELIGENCIA ANALITICA,TI E COMPUTACAO,PRESENCIAL,NOITE,TRANCADO,2019-10-01,2022-08-05,,52,F,3996.13,0.41,2357.72
6099,22,5,1,3,2,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2019-10-01,2019-10-31,INSATISFACAO,53,F,1228.62,0.15,1044.33
6100,15,5,1,3,3,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-10-01,,,38,F,2088.15,0.37,1315.53
6101,15,5,1,2,2,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-10-01,2022-06-25,INADIMPLENCIA,21,F,4571.66,0.2,3657.33
6102,15,5,2,1,3,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,MANHA,FORMADO,2019-10-01,,,34,F,633.49,0.23,487.79
6103,40,1,3,2,1,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,EAD,TARDE,MATRICULADO,2019-10-01,,,55,M,1923.35,0.13,1673.31
6104,20,5,1,2,1,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,MATRICULADO,2019-10-01,,,25,F,4269.46,0.17,3543.65
6105,79,9,1,2,4,GESTAO DA TECNOLOGIA DA INFORMACAO,TI E COMPUTACAO,PRESENCIAL,TARDE,TRANCADO,2019-10-01,2020-12-22,,27,F,3931.22,0.17,3262.91
6106,45,2,1,3,1,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,NOITE,MATRICULADO,2019-10-01,,,51,M,2830.22,0.5,1415.11
6107,14,5,1,1,1,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,MATRICULADO,2019-10-01,,,52,F,959.94,0.27,700.76
6108,58,10,3,2,3,ESTATISTICA,ENGENHARIAS,EAD,TARDE,FORMADO,2019-10-01,,,46,M,3499.5,0.37,2204.68
6109,79,9,1,2,2,GESTAO DA TECNOLOGIA DA INFORMACAO,TI E COMPUTACAO,PRESENCIAL,TARDE,CANCELADO,2019-10-01,2022-12-20,INSATISFACAO,40,M,722.97,0.35,469.93
6110,7,7,1,2,3,DESIGN DE PRODUTO,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,FORMADO,2019-10-01,,,32,M,2282.91,0.2,1826.33
6111,53,10,1,2,2,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,TARDE,CANCELADO,2019-10-01,2022-12-21,INSATISFACAO,55,F,1684.6,0.26,1246.6
6112,16,5,2,2,2,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,TARDE,CANCELADO,2019-10-01,2023-10-05,INSATISFACAO,55,F,3350.28,0.37,2110.68
6113,39,1,1,2,4,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,TRANCADO,2019-10-01,2021-03-17,,38,F,1516.2,0.04,1455.55
6114,19,5,2,1,2,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,MANHA,CANCELADO,2019-10-01,2023-04-06,INADIMPLENCIA,36,M,4103.01,0.07,3815.8
6115,30,6,2,3,3,MATEMATICA (BACHARELADO),CIENCIAS HUMANAS,SEMIPRESENCIAL,NOITE,FORMADO,2019-10-01,,,54,M,2879.81,0.12,2534.23
6116,39,1,1,3,4,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,TRANCADO,2019-10-01,2022-08-29,,51,M,2290.73,0.45,1259.9
6117,83,9,3,3,2,SISTEMAS DE INFORMACAO,TI E COMPUTACAO,EAD,NOITE,CANCELADO,2019-10-01,2023-01-15,INADIMPLENCIA,46,M,3509.93,0.6,1403.97
6118,58,10,1,2,2,ESTATISTICA,ENGENHARIAS,PRESENCIAL,TARDE,CANCELADO,2019-10-01,2022-03-09,EMPREGO,27,F,3037.36,0.4,1822.42
6119,44,2,3,2,4,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,EAD,TARDE,TRANCADO,2019-10-01,2021-06-29,,45,F,2297.42,0.41,1355.48
6120,42,1,1,1,2,SERVIÇOS NOTARIAIS E REGISTRAIS,CIENCIAS JURIDICAS,PRESENCIAL,MANHA,CANCELADO,2019-10-01,2023-09-18,TRANSFERENCIA,24,M,3236.72,0.04,3107.25
6121,40,1,1,1,4,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,PRESENCIAL,MANHA,TRANCADO,2019-10-01,2023-07-09,,48,M,1073.48,0.04,1030.54
6122,3,7,2,2,2,DESIGN DE ANIMACAO,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,TARDE,CANCELADO,2019-10-01,2023-09-05,DESISTENCIA,20,M,2241.71,0.47,1188.11
6123,15,5,1,3,2,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2019-10-01,2021-09-16,INADIMPLENCIA,34,F,3801.03,0.04,3648.99
6124,36,1,1,3,1,DIREITO,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,MATRICULADO,2019-10-01,,,31,M,2977.09,0.04,2858.01
6125,76,9,1,2,1,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,PRESENCIAL,TARDE,MATRICULADO,2019-10-01,,,20,M,3130.36,0.04,3005.15
6126,55,10,2,2,3,ENGENHARIA DE PRODUCAO,ENGENHARIAS,SEMIPRESENCIAL,TARDE,FORMADO,2019-10-01,,,26,M,3968.7,0.24,3016.21
6127,7,7,2,3,2,DESIGN DE PRODUTO,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,NOITE,CANCELADO,2019-10-01,2019-11-03,TRANSFERENCIA,34,M,2562.63,0.58,1076.3
6128,53,10,1,3,2,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-10-01,2023-01-03,INSATISFACAO,55,M,2538.72,0.05,2411.78
6129,18,5,3,3,2,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,CANCELADO,2019-10-01,2020-01-22,INSATISFACAO,42,M,2002.43,0.19,1621.97
6130,45,2,1,2,4,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,TRANCADO,2019-10-01,2022-12-12,,25,M,1474.51,0.27,1076.39
6131,24,6,2,2,3,FILOSOFIA,CIENCIAS HUMANAS,SEMIPRESENCIAL,TARDE,FORMADO,2019-10-01,,,22,M,4025.47,0.52,1932.23
6132,83,9,2,2,4,SISTEMAS DE INFORMACAO,TI E COMPUTACAO,SEMIPRESENCIAL,TARDE,TRANCADO,2019-10-01,2019-11-04,,19,F,1944.35,0.12,1711.03
6133,45,2,1,3,1,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,NOITE,MATRICULADO,2019-10-01,,,31,M,3322.08,0.31,2292.24
6134,48,2,1,3,4,PRODUCACAO MULTIMIDIA EM REALIDADE AUMENTADA,COMUNICACAO E ARTES,PRESENCIAL,NOITE,TRANCADO,2019-10-01,2021-05-19,,23,F,3590.04,0.02,3518.24
6135,77,9,2,2,1,BIG DATA E INTELIGENCIA ANALITICA,TI E COMPUTACAO,SEMIPRESENCIAL,TARDE,MATRICULADO,2019-10-01,,,54,F,3403.16,0.2,2722.53
6136,12,5,2,2,3,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,TARDE,FORMADO,2019-10-01,,,19,F,1488.89,0.03,1444.22
6137,39,1,1,2,2,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,CANCELADO,2019-10-01,2020-11-22,INADIMPLENCIA,51,F,1105.71,0.27,807.17
6138,59,10,1,3,3,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-10-01,,,44,F,1268.03,0.24,963.7
6139,39,1,1,2,4,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,TRANCADO,2019-10-01,2021-07-26,,51,M,4513.1,0.05,4287.44
6140,31,6,1,3,2,MATEMATICA (LICENCIATURA),CIENCIAS HUMANAS,PRESENCIAL,NOITE,CANCELADO,2019-10-01,2020-09-01,INSATISFACAO,46,M,1832.5,0.22,1429.35
6141,83,9,1,3,2,SISTEMAS DE INFORMACAO,TI E COMPUTACAO,PRESENCIAL,NOITE,CANCELADO,2019-10-01,2021-01-29,EMPREGO,55,M,3931.3,0.21,3105.73
6142,41,1,1,2,4,SERVIÇOS JUDICIAIS,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,TRANCADO,2019-10-01,2021-10-10,,51,M,2222.7,0.07,2067.11
6143,2,7,1,1,3,DESIGN,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,MANHA,FORMADO,2019-10-01,,,45,M,1032.96,0.0,1032.96
6144,18,5,2,3,2,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,CANCELADO,2019-10-01,2021-10-06,INADIMPLENCIA,46,F,1334.86,0.57,573.99
6145,9,8,1,2,2,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,CANCELADO,2019-10-01,2023-06-27,INADIMPLENCIA,25,F,4084.04,0.08,3757.32
6146,22,5,1,1,2,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,CANCELADO,2019-10-01,2023-10-05,EMPREGO,39,M,1501.53,0.06,1411.44
6147,27,6,1,2,1,HISTORIA,CIENCIAS HUMANAS,PRESENCIAL,TARDE,MATRICULADO,2019-10-01,,,45,F,2990.68,0.59,1226.18
6148,9,8,2,3,2,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,SEMIPRESENCIAL,NOITE,CANCELADO,2019-10-01,2023-04-20,EMPREGO,19,F,1054.13,0.57,453.28
6149,9,8,1,3,1,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,MATRICULADO,2019-10-01,,,43,F,4950.16,0.12,4356.14
6150,47,2,1,2,4,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,TARDE,TRANCADO,2019-10-01,2021-04-06,,36,F,3180.81,0.25,2385.61
6151,37,1,1,3,3,MEDIACAO,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,FORMADO,2019-11-01,,,34,M,3633.53,0.46,1962.11
6152,18,5,1,3,2,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2019-11-01,2022-12-30,EMPREGO,43,F,1890.02,0.13,1644.32
6153,11,8,1,3,2,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,CANCELADO,2019-11-01,2023-07-22,INSATISFACAO,38,F,4254.56,0.31,2935.65
6154,21,5,1,2,3,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2019-11-01,,,27,M,2249.41,0.47,1192.19
6155,12,5,2,2,4,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,TARDE,TRANCADO,2019-11-01,2020-09-15,,53,M,2578.57,0.3,1805.0
6156,16,5,2,3,2,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,CANCELADO,2019-11-01,2020-07-31,INADIMPLENCIA,24,F,1765.74,0.32,1200.7
6157,14,5,1,2,3,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2019-11-01,,,33,F,3159.23,0.11,2811.71
6158,13,5,1,2,4,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,TRANCADO,2019-11-01,2022-02-24,,54,F,1133.1,0.2,906.48
6159,13,5,2,2,3,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,TARDE,FORMADO,2019-11-01,,,46,M,4005.0,0.05,3804.75
6160,76,9,2,3,4,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,SEMIPRESENCIAL,NOITE,TRANCADO,2019-11-01,2023-01-02,,49,F,3302.77,0.01,3269.74
6161,24,6,3,3,3,FILOSOFIA,CIENCIAS HUMANAS,EAD,NOITE,FORMADO,2019-11-01,,,52,F,2317.44,0.27,1691.73
6162,15,5,2,3,1,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-11-01,,,18,M,2230.6,0.36,1427.58
6163,55,10,2,3,2,ENGENHARIA DE PRODUCAO,ENGENHARIAS,SEMIPRESENCIAL,NOITE,CANCELADO,2019-11-01,2021-09-10,EMPREGO,26,F,3584.76,0.53,1684.84
6164,14,5,1,3,3,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-11-01,,,42,F,1429.31,0.47,757.53
6165,45,2,1,2,1,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,MATRICULADO,2019-11-01,,,27,F,678.52,0.35,441.04
6166,78,9,2,3,3,CIENCIA DA COMPUTACAO,TI E COMPUTACAO,SEMIPRESENCIAL,NOITE,FORMADO,2019-11-01,,,51,F,2683.04,0.17,2226.92
6167,18,5,2,3,4,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-11-01,2021-09-15,,21,M,824.93,0.5,412.46
6168,50,2,3,2,3,RELACOES PUBLICAS,COMUNICACAO E ARTES,EAD,TARDE,FORMADO,2019-11-01,,,53,F,1719.79,0.11,1530.61
6169,6,7,1,3,2,DESIGN DE MODA,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,CANCELADO,2019-11-01,2021-02-17,TRANSFERENCIA,25,M,4832.04,0.4,2899.22
6170,44,2,1,2,4,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,TARDE,TRANCADO,2019-11-01,2022-06-29,,23,M,1998.87,0.01,1978.88
6171,77,9,2,2,3,BIG DATA E INTELIGENCIA ANALITICA,TI E COMPUTACAO,SEMIPRESENCIAL,TARDE,FORMADO,2019-11-01,,,34,M,4654.4,0.19,3770.06
6172,52,10,1,3,2,ENGENHARIA CIVIL,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-11-01,2023-11-13,INSATISFACAO,20,M,1191.38,0.47,631.43
6173,36,1,2,3,4,DIREITO,CIENCIAS JURIDICAS,SEMIPRESENCIAL,NOITE,TRANCADO,2019-11-01,2020-09-04,,24,F,1068.96,0.55,481.03
6174,84,9,3,3,2,SISTEMAS PARA INTERNET,TI E COMPUTACAO,EAD,NOITE,CANCELADO,2019-11-01,2022-07-11,INSATISFACAO,21,F,2237.28,0.04,2147.79
6175,42,1,1,3,3,SERVIÇOS NOTARIAIS E REGISTRAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,FORMADO,2019-11-01,,,36,M,4091.76,0.05,3887.17
6176,79,9,2,3,1,GESTAO DA TECNOLOGIA DA INFORMACAO,TI E COMPUTACAO,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-11-01,,,21,M,3155.11,0.58,1325.15
6177,30,6,3,3,4,MATEMATICA (BACHARELADO),CIENCIAS HUMANAS,EAD,NOITE,TRANCADO,2019-11-01,2022-03-22,,40,M,2080.09,0.24,1580.87
6178,13,5,1,3,2,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2019-11-01,2023-03-12,EMPREGO,19,F,1125.88,0.04,1080.84
6179,18,5,1,3,1,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,MATRICULADO,2019-11-01,,,54,F,1476.83,0.5,738.41
6180,9,8,1,2,4,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,TRANCADO,2019-11-01,2022-04-21,,30,F,2917.43,0.26,2158.9
6181,53,10,1,3,2,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-11-01,2022-09-04,EMPREGO,18,M,2762.71,0.46,1491.86
6182,18,5,3,3,1,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,MATRICULADO,2019-11-01,,,40,F,3097.33,0.27,2261.05
6183,57,10,3,2,2,ENGENHARIA MECANICA,ENGENHARIAS,EAD,TARDE,CANCELADO,2019-11-01,2023-12-13,DESISTENCIA,48,F,803.33,0.44,449.86
6184,29,6,2,3,3,LETRAS - LINGUA PORTUGUESA,CIENCIAS HUMANAS,SEMIPRESENCIAL,NOITE,FORMADO,2019-11-01,,,42,F,835.43,0.18,685.05
6185,11,8,1,3,4,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,TRANCADO,2019-11-01,2023-08-06,,34,M,3764.41,0.28,2710.38
6186,82,9,1,2,3,SEGURANCA DA INFORMACAO,TI E COMPUTACAO,PRESENCIAL,TARDE,FORMADO,2019-11-01,,,18,F,2935.72,0.42,1702.72
6187,22,5,1,3,2,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2019-11-01,2021-07-16,INADIMPLENCIA,38,M,614.01,0.49,313.15
6188,36,1,3,3,3,DIREITO,CIENCIAS JURIDICAS,EAD,NOITE,FORMADO,2019-11-01,,,42,F,2581.4,0.2,2065.12
6189,36,1,3,2,3,DIREITO,CIENCIAS JURIDICAS,EAD,TARDE,FORMADO,2019-11-01,,,36,F,736.98,0.09,670.65
6190,84,9,2,3,1,SISTEMAS PARA INTERNET,TI E COMPUTACAO,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-11-01,,,31,F,2759.83,0.05,2621.84
6191,40,1,1,1,4,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,PRESENCIAL,MANHA,TRANCADO,2019-11-01,2023-10-23,,20,F,4410.14,0.19,3572.21
6192,43,1,2,2,3,SERVIÇOS PENAIS,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,FORMADO,2019-11-01,,,27,M,4773.6,0.28,3436.99
6193,15,5,1,3,1,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,MATRICULADO,2019-11-01,,,36,M,4060.3,0.12,3573.06
6194,1,7,1,3,4,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,TRANCADO,2019-11-01,2021-09-17,,52,M,1039.18,0.6,415.67
6195,26,6,1,3,3,GEOGRAFIA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,FORMADO,2019-11-01,,,55,M,4486.88,0.47,2378.05
6196,22,5,1,3,1,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,MATRICULADO,2019-11-01,,,50,F,3046.16,0.15,2589.24
6197,17,5,1,2,2,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-11-01,2021-05-09,EMPREGO,49,M,3449.39,0.48,1793.68
6198,78,9,2,2,3,CIENCIA DA COMPUTACAO,TI E COMPUTACAO,SEMIPRESENCIAL,TARDE,FORMADO,2019-11-01,,,30,F,2353.15,0.26,1741.33
6199,35,6,1,3,3,SERVICO SOCIAL,CIENCIAS HUMANAS,PRESENCIAL,NOITE,FORMADO,2019-11-01,,,45,F,3466.09,0.25,2599.57
6200,10,8,1,3,1,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,MATRICULADO,2019-11-01,,,31,M,4506.67,0.19,3650.4
6201,22,5,1,3,3,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-11-01,,,30,F,2097.49,0.29,1489.22
6202,76,9,1,3,3,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,PRESENCIAL,NOITE,FORMADO,2019-11-01,,,40,M,1924.74,0.08,1770.76
6203,80,9,1,3,2,JOGOS DIGITAIS,TI E COMPUTACAO,PRESENCIAL,NOITE,CANCELADO,2019-11-01,2020-02-09,EMPREGO,22,M,3703.61,0.07,3444.36
6204,31,6,1,3,2,MATEMATICA (LICENCIATURA),CIENCIAS HUMANAS,PRESENCIAL,NOITE,CANCELADO,2019-11-01,2021-12-09,EMPREGO,47,M,862.94,0.44,483.25
6205,12,5,1,3,1,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,MATRICULADO,2019-11-01,,,55,M,573.08,0.41,338.12
6206,7,7,1,2,1,DESIGN DE PRODUTO,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,MATRICULADO,2019-11-01,,,31,F,2099.83,0.54,965.92
6207,18,5,1,2,3,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2019-11-01,,,31,F,4733.0,0.44,2650.48
6208,59,10,1,2,2,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,TARDE,CANCELADO,2019-11-01,2023-10-19,EMPREGO,32,M,1803.69,0.5,901.85
6209,29,6,1,1,1,LETRAS - LINGUA PORTUGUESA,CIENCIAS HUMANAS,PRESENCIAL,MANHA,MATRICULADO,2019-11-01,,,26,F,4172.89,0.21,3296.58
6210,48,2,1,1,2,PRODUCACAO MULTIMIDIA EM REALIDADE AUMENTADA,COMUNICACAO E ARTES,PRESENCIAL,MANHA,CANCELADO,2019-11-01,2022-02-10,EMPREGO,52,M,2410.15,0.21,1904.02
6211,66,4,1,2,2,GESTAO DE RECURSOS HUMANOS,GESTAO E NEGOCIOS,PRESENCIAL,TARDE,CANCELADO,2019-11-01,2023-01-19,TRANSFERENCIA,55,F,2945.66,0.38,1826.31
6212,52,10,2,2,1,ENGENHARIA CIVIL,ENGENHARIAS,SEMIPRESENCIAL,TARDE,MATRICULADO,2019-11-01,,,39,F,3011.39,0.51,1475.58
6213,20,5,1,3,4,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-11-01,2020-03-19,,49,F,1377.03,0.59,564.58
6214,86,3,1,2,1,GASTRONOMIA,TURISMO E HOSPITALIDADE,PRESENCIAL,TARDE,MATRICULADO,2019-11-01,,,51,M,2733.06,0.23,2104.46
6215,69,4,1,2,3,LOGISTICA,GESTAO E NEGOCIOS,PRESENCIAL,TARDE,FORMADO,2019-11-01,,,22,M,1832.48,0.16,1539.28
6216,34,6,1,2,1,QUIMICA,CIENCIAS HUMANAS,PRESENCIAL,TARDE,MATRICULADO,2019-11-01,,,25,M,4144.75,0.1,3730.28
6217,78,9,2,3,4,CIENCIA DA COMPUTACAO,TI E COMPUTACAO,SEMIPRESENCIAL,NOITE,TRANCADO,2019-11-01,2021-10-26,,54,F,2345.21,0.01,2321.76
6218,47,2,2,3,2,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,SEMIPRESENCIAL,NOITE,CANCELADO,2019-11-01,2023-01-20,TRANSFERENCIA,50,F,2875.38,0.39,1753.98
6219,43,1,3,3,3,SERVIÇOS PENAIS,CIENCIAS JURIDICAS,EAD,NOITE,FORMADO,2019-11-01,,,24,M,2455.95,0.24,1866.52
6220,20,5,3,2,1,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,TARDE,MATRICULADO,2019-11-01,,,41,M,3711.76,0.33,2486.88
6221,1,7,2,3,4,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,NOITE,TRANCADO,2019-11-01,2020-05-22,,29,M,1353.36,0.5,676.68
6222,8,7,1,3,3,DESIGN GRAFICO,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,FORMADO,2019-11-01,,,51,F,2676.52,0.55,1204.43
6223,13,5,1,2,2,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-11-01,2022-06-23,EMPREGO,32,M,4280.82,0.54,1969.18
6224,56,10,1,3,3,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-11-01,,,35,M,2926.13,0.17,2428.69
6225,53,10,1,3,2,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-11-01,2023-06-20,EMPREGO,25,F,3936.44,0.06,3700.25
6226,3,7,3,1,1,DESIGN DE ANIMACAO,ARQUITETURA E URBANISMO E DESIGN,EAD,MANHA,MATRICULADO,2019-12-01,,,19,M,2978.66,0.25,2233.99
6227,11,8,1,1,1,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,MANHA,MATRICULADO,2019-12-01,,,32,F,4797.4,0.2,3837.92
6228,20,5,1,1,2,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,CANCELADO,2019-12-01,2020-08-07,INSATISFACAO,19,F,3643.61,0.48,1894.68
6229,19,5,2,3,1,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-12-01,,,22,F,2378.33,0.15,2021.58
6230,56,10,1,3,1,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,NOITE,MATRICULADO,2019-12-01,,,37,F,1748.11,0.31,1206.2
6231,10,8,1,3,3,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,FORMADO,2019-12-01,,,37,M,510.6,0.37,321.68
6232,18,5,1,2,1,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,MATRICULADO,2019-12-01,,,38,F,2921.46,0.39,1782.09
6233,23,6,1,3,2,CIENCIAS SOCIAIS,CIENCIAS HUMANAS,PRESENCIAL,NOITE,CANCELADO,2019-12-01,2020-09-16,EMPREGO,22,M,4565.42,0.22,3561.03
